meanRMSD	sdRMSD	meanCI	meanSpearman	sdSpearman	minSpearman	drug	Kpatient	Kdrug
S31.201	50.1571856064231	7.89387314166911	0	0.295091756191488	0.102401774495408	0.0900452488687783	S31.201	KrnarestrictRbf8	Kempirical
SB.431542	43.8611809563812	5.53110172906552	0	0.267509599325629	0.117329835146751	0.0447404373215527	SB.431542	KrnarestrictRbf8	Kempirical
SGX.523	36.1550577484466	8.19485378632452	0	0.260209189111418	0.0748927414354807	0.11858789967331	SGX.523	KrnarestrictRbf8	Kempirical
SNS.032..BMS.387032.	35.0458784910452	4.52714780322203	0	0.372637240672757	0.135710142756463	0.158029539827542	SNS.032..BMS.387032.	KrnarestrictRbf8	Kempirical
SR9011	40.0836436934969	12.1922013634563	0	0.360080153440611	0.189672733224563	-0.0194805194805195	SR9011	KrnarestrictRbf8	Kempirical
STO609	25.8797628105636	3.6669832098266	0	0.240721775601004	0.138457994497709	0.0457569597595153	STO609	KrnarestrictRbf8	Kempirical
SU11274	36.3243865013366	3.09952976805802	0	0.304327306617611	0.0694134987453424	0.147873303167421	SU11274	KrnarestrictRbf8	Kempirical
Saracatinib..AZD0530.	35.6399697846787	5.11310902953843	0	0.45749833518313	0.104251535112476	0.333846153846154	Saracatinib..AZD0530.	KrnarestrictRbf8	Kempirical
Selinexor	56.1485433951199	11.4118981779282	0	0.198508403361344	0.313455366683743	-0.239285714285714	Selinexor	KrnarestrictRbf8	Kempirical
Selumetinib..AZD6244.	52.6853700920045	4.93053035087356	0	0.600774542208169	0.0973319188574901	0.430226244343891	Selumetinib..AZD6244.	KrnarestrictRbf8	Kempirical
Sorafenib	40.7892254160719	2.93340147573927	0	0.557778537252221	0.0451258988182722	0.463773069036227	Sorafenib	KrnarestrictRbf8	Kempirical
Staurosporine	62.0288177663385	8.80538609698268	0	0.128671328671329	0.281351112294261	-0.216783216783217	Staurosporine	KrnarestrictRbf8	Kempirical
Sunitinib	37.3487982189079	3.844219811868	0	0.555385813017392	0.0919414454977066	0.450034176349966	Sunitinib	KrnarestrictRbf8	Kempirical
TG100.115	34.6571789057596	5.20894363432347	0	0.211847385233479	0.152395531569528	-0.00945978391356543	TG100.115	KrnarestrictRbf8	Kempirical
TG101348	36.8769484198842	8.61487600624715	0	0.211818181818182	0.305593863293611	-0.154545454545455	TG101348	KrnarestrictRbf8	Kempirical
Tandutinib..MLN518.	44.291358286868	9.84260840644602	0	0.0635664335664336	0.227954735473734	-0.254545454545455	Tandutinib..MLN518.	KrnarestrictRbf8	Kempirical
Tivozanib..AV.951.	55.0137952186424	3.740399837763	0	0.435383829946332	0.0975680806024051	0.266244343891403	Tivozanib..AV.951.	KrnarestrictRbf8	Kempirical
Tofacitinib..CP.690550.	39.2372025383807	3.59885088489283	0	0.174840775207035	0.114579386792365	0.0141722872022539	Tofacitinib..CP.690550.	KrnarestrictRbf8	Kempirical
Tozasertib..VX.680.	37.2809240322918	3.481801764472	0	0.349973926816105	0.13879859202363	0.090316742081448	Tozasertib..VX.680.	KrnarestrictRbf8	Kempirical
Trametinib..GSK1120212.	53.5400819430198	5.17376751925684	0	0.572987201477767	0.0556352064334562	0.458357156470364	Trametinib..GSK1120212.	KrnarestrictRbf8	Kempirical
VX.745	45.9138027833014	5.93050429692545	0	0.253069239306753	0.135466905533617	0.0592504055323145	VX.745	KrnarestrictRbf8	Kempirical
Vandetanib..ZD6474.	40.1806769617042	5.12871871999421	0	0.365613799354409	0.121772644917404	0.210598267260196	Vandetanib..ZD6474.	KrnarestrictRbf8	Kempirical
Vargetef	47.992326923481	4.04296477676335	0	0.364143628342025	0.0758939557039261	0.201176470588235	Vargetef	KrnarestrictRbf8	Kempirical
Vatalanib..PTK787.	39.191705001975	7.37133881290093	0	0.342007513019722	0.126454516378408	0.119366515837104	Vatalanib..PTK787.	KrnarestrictRbf8	Kempirical
Vemurafenib..PLX.4032.	29.9619336247441	6.30393771041853	0	0.382803000016068	0.114705483160622	0.147274659837379	Vemurafenib..PLX.4032.	KrnarestrictRbf8	Kempirical
Venetoclax	58.7308152988269	6.53860059449721	0	0.664299261667683	0.092917758063481	0.53976833976834	Venetoclax	KrnarestrictRbf8	Kempirical
Vismodegib..GDC.0449.	31.7827121216088	13.2273612799334	0	0.2101445057011	0.138280688523332	0.050815525981611	Vismodegib..GDC.0449.	KrnarestrictRbf8	Kempirical
Volasertib..BI.6727.	38.2441096216231	5.08164473201475	0	0.0795230524642289	0.154418026337217	-0.201801801801802	Volasertib..BI.6727.	KrnarestrictRbf8	Kempirical
XAV.939	44.2326734468409	5.72277521861408	0	0.198112147407615	0.074741547646113	0.0656108597285068	XAV.939	KrnarestrictRbf8	Kempirical
YM.155	33.5396147947331	3.51180464373501	0	0.333814769896643	0.12045852852433	0.0626707652557628	YM.155	KrnarestrictRbf8	Kempirical
