meanRMSD	sdRMSD	meanCI	meanSpearman	sdSpearman	minSpearman	drug	Kpatient	Kdrug
MK.2206	54.4799189708493	5.12534004878655	0	0.284640780375335	0.145872983904471	0.138871920214733	MK.2206	KrnarestrictRbf4	Kempirical
MLN120B	42.4774977761679	5.94086186964387	0	0.182577183270254	0.0952664038732429	0.0116742081447964	MLN120B	KrnarestrictRbf4	Kempirical
MLN8054	31.6695390855637	3.61780480100973	0	0.123372974482331	0.200635175671541	-0.141637496798429	MLN8054	KrnarestrictRbf4	Kempirical
Masitinib..AB.1010.	46.4175897142146	4.33053340272775	0	0.221637454981993	0.10718931297067	0.0751500600240096	Masitinib..AB.1010.	KrnarestrictRbf4	Kempirical
Midostaurin	44.4514827653563	4.89045929922686	0	0.46542173792594	0.120627489385538	0.252941176470588	Midostaurin	KrnarestrictRbf4	Kempirical
Motesanib..AMG.706.	43.0902594231537	5.01770191201058	0	0.444969102530474	0.114850970825421	0.202897259359502	Motesanib..AMG.706.	KrnarestrictRbf4	Kempirical
NF.kB.Activation.Inhibitor	48.6455126898086	2.64975714584107	0	0.389452937380915	0.10042120235401	0.265339366515837	NF.kB.Activation.Inhibitor	KrnarestrictRbf4	Kempirical
NVP.ADW742	36.2060668144183	6.7013534803864	0	0.405989325956839	0.0925338509518916	0.238371040723982	NVP.ADW742	KrnarestrictRbf4	Kempirical
NVP.TAE684	40.0913810765969	4.81474519234225	0	0.483365483445513	0.126835679712981	0.215078031212485	NVP.TAE684	KrnarestrictRbf4	Kempirical
Neratinib..HKI.272.	45.0654936234604	4.39017141165657	0	0.329475796123965	0.137628474247536	0.121318193460258	Neratinib..HKI.272.	KrnarestrictRbf4	Kempirical
Nilotinib	33.8518087694416	2.69851370904393	0	0.455797917058787	0.120755679945938	0.236076697975773	Nilotinib	KrnarestrictRbf4	Kempirical
Nutlin.3a	26.8411824930835	8.66472383814764	0	0.385956109080106	0.106328600984351	0.208907830594844	Nutlin.3a	KrnarestrictRbf4	Kempirical
PD173955	54.88520384347	7.38363478493795	0	0.316193030369041	0.121220206648168	0.104074619562244	PD173955	KrnarestrictRbf4	Kempirical
PHA.665752	38.5795497691274	4.59138049128701	0	0.360006400498371	0.176574526516346	0.0548881196547641	PHA.665752	KrnarestrictRbf4	Kempirical
PHT.427	34.0174358712519	6.71852779923007	0	0.177980476340709	0.14764643940568	0.0187360234098114	PHT.427	KrnarestrictRbf4	Kempirical
PI.103	46.9553117775418	4.06760358319528	0	0.311089387859643	0.120410808447153	0.118371040723982	PI.103	KrnarestrictRbf4	Kempirical
PLX.4720	32.855105226792	3.74379643035127	0	0.314475524475525	0.245209490787876	-0.0272727272727273	PLX.4720	KrnarestrictRbf4	Kempirical
PP242	46.7474497777953	6.04407653709679	0	0.331281994365235	0.127442556568731	0.0397848544352429	PP242	KrnarestrictRbf4	Kempirical
PRT062607	37.9605539316226	6.32612673702361	0	0.417033947049074	0.10035544686694	0.253484162895928	PRT062607	KrnarestrictRbf4	Kempirical
Palbociclib	31.2059391591756	5.47690611769673	0	0.482547008547008	0.166306200886521	0.156923076923077	Palbociclib	KrnarestrictRbf4	Kempirical
Panobinostat	58.0987730062257	9.06543165049923	0	0.478741667344971	0.14164462677304	0.268461538461538	Panobinostat	KrnarestrictRbf4	Kempirical
Pazopanib..GW786034.	39.3415268723107	3.57518759062135	0	0.421903984624674	0.123009328397075	0.226839826839827	Pazopanib..GW786034.	KrnarestrictRbf4	Kempirical
Pelitinib..EKB.569.	38.1906873174076	3.12856114681878	0	0.447905233501238	0.0945566617487725	0.252036199095023	Pelitinib..EKB.569.	KrnarestrictRbf4	Kempirical
Ponatinib..AP24534.	45.7950114006683	4.38152448442962	0	0.46832323059848	0.106996847342969	0.268054298642534	Ponatinib..AP24534.	KrnarestrictRbf4	Kempirical
Quizartinib..AC220.	42.6749076024393	3.58119506265126	0	0.539212115615477	0.0922382843441299	0.369699879951981	Quizartinib..AC220.	KrnarestrictRbf4	Kempirical
RAF265..CHIR.265.	41.7082298938228	3.03212123869924	0	0.333110721211562	0.14211726769087	0.124897959183673	RAF265..CHIR.265.	KrnarestrictRbf4	Kempirical
Rapamycin	49.2643238471083	3.02635884734456	0	0.479461523801146	0.0938668796111489	0.327539546407471	Rapamycin	KrnarestrictRbf4	Kempirical
Regorafenib..BAY.73.4506.	32.3412493357715	3.19751901306178	0	0.531493041919235	0.142691705908895	0.334414752838726	Regorafenib..BAY.73.4506.	KrnarestrictRbf4	Kempirical
Roscovitine..CYC.202.	35.5945939668592	8.3402412430719	0	0.365234094415921	0.0751939509049663	0.235464868095279	Roscovitine..CYC.202.	KrnarestrictRbf4	Kempirical
Ruxolitinib..INCB018424.	34.304980678973	4.80486427329849	0	0.257092503421108	0.0734850304209313	0.188982085019447	Ruxolitinib..INCB018424.	KrnarestrictRbf4	Kempirical
S31.201	48.4099296304274	7.25802040528446	0	0.298732203100471	0.107373357789594	0.0804524886877828	S31.201	KrnarestrictRbf4	Kempirical
SB.431542	43.9707812607885	5.8175561921301	0	0.270464724029576	0.113522331836436	0.0940834969691795	SB.431542	KrnarestrictRbf4	Kempirical
SGX.523	35.773331954882	8.15829896598941	0	0.253884769854238	0.0748615164636017	0.123439004520213	SGX.523	KrnarestrictRbf4	Kempirical
SNS.032..BMS.387032.	35.35646884665	4.64751607349698	0	0.363041065482797	0.123438383733004	0.195509263211816	SNS.032..BMS.387032.	KrnarestrictRbf4	Kempirical
SR9011	39.578211620921	11.80580346118	0	0.360904378988924	0.170237154288066	0.0701298701298701	SR9011	KrnarestrictRbf4	Kempirical
STO609	26.100993850933	3.73841966556529	0	0.223912998129665	0.141965033656756	0.0673002959074176	STO609	KrnarestrictRbf4	Kempirical
SU11274	36.1590324895991	2.84658845206303	0	0.282340861724336	0.0865661678962214	0.141628959276018	SU11274	KrnarestrictRbf4	Kempirical
Saracatinib..AZD0530.	35.4874620556714	5.18377243612362	0	0.454656535473406	0.090746161263341	0.332792623580637	Saracatinib..AZD0530.	KrnarestrictRbf4	Kempirical
Selinexor	55.3479323578487	11.5160498205646	0	0.197836134453781	0.316207466739278	-0.275	Selinexor	KrnarestrictRbf4	Kempirical
Selumetinib..AZD6244.	52.2216661597305	5.16977932605104	0	0.609328594489964	0.101510159029951	0.416561085972851	Selumetinib..AZD6244.	KrnarestrictRbf4	Kempirical
Sorafenib	39.8004424247444	3.5115173452642	0	0.562904989747095	0.046496486123768	0.457552973342447	Sorafenib	KrnarestrictRbf4	Kempirical
Staurosporine	61.7286152065665	8.91413746610914	0	0.169230769230769	0.299164874888004	-0.244755244755245	Staurosporine	KrnarestrictRbf4	Kempirical
Sunitinib	37.8603061142012	3.6021064772466	0	0.540971747550695	0.0986910114605	0.415857826384142	Sunitinib	KrnarestrictRbf4	Kempirical
TG100.115	34.4526997055208	5.04315595762552	0	0.217649407031887	0.155350808534198	-0.0333491708042549	TG100.115	KrnarestrictRbf4	Kempirical
TG101348	36.7147570211419	7.90356551258975	0	0.233636363636364	0.3083456103914	-0.227272727272727	TG101348	KrnarestrictRbf4	Kempirical
Tandutinib..MLN518.	43.5259874667338	9.45424934296554	0	0.0946153846153846	0.237122648584874	-0.254545454545455	Tandutinib..MLN518.	KrnarestrictRbf4	Kempirical
Tivozanib..AV.951.	54.6807609683086	3.52988168645149	0	0.445948297598193	0.0739065144616973	0.347149321266968	Tivozanib..AV.951.	KrnarestrictRbf4	Kempirical
Tofacitinib..CP.690550.	39.5875469624908	3.01658459311247	0	0.181537266285324	0.0966739259826997	0.0216853069239307	Tofacitinib..CP.690550.	KrnarestrictRbf4	Kempirical
Tozasertib..VX.680.	37.2763583254101	3.98001712059837	0	0.340450141403086	0.150801669712251	0.0485067873303167	Tozasertib..VX.680.	KrnarestrictRbf4	Kempirical
Trametinib..GSK1120212.	54.0013629471756	5.59645761387514	0	0.565532098928325	0.0593882078565383	0.44882790165809	Trametinib..GSK1120212.	KrnarestrictRbf4	Kempirical
VX.745	45.9355842876113	5.75834271806131	0	0.259608981473576	0.137793817916978	0.0529326389481772	VX.745	KrnarestrictRbf4	Kempirical
Vandetanib..ZD6474.	39.0274396905766	5.7444686472918	0	0.372956705157936	0.115493874749337	0.190981240981241	Vandetanib..ZD6474.	KrnarestrictRbf4	Kempirical
Vargetef	47.6106600083624	3.67227802536757	0	0.376134301674868	0.0864870621922791	0.185972850678733	Vargetef	KrnarestrictRbf4	Kempirical
Vatalanib..PTK787.	38.7128332316412	7.41895939713495	0	0.34943976777939	0.120021898933617	0.13710407239819	Vatalanib..PTK787.	KrnarestrictRbf4	Kempirical
Vemurafenib..PLX.4032.	30.2990409140867	6.16536048802115	0	0.359814351227906	0.118656627734535	0.12399412941635	Vemurafenib..PLX.4032.	KrnarestrictRbf4	Kempirical
Venetoclax	62.5779839482039	9.89092784846612	0	0.667860868387184	0.0826574673842108	0.56010296010296	Venetoclax	KrnarestrictRbf4	Kempirical
Vismodegib..GDC.0449.	31.9021571190858	13.0162837874962	0	0.210565429221802	0.12640086510883	0.0623822313840749	Vismodegib..GDC.0449.	KrnarestrictRbf4	Kempirical
Volasertib..BI.6727.	36.8272732564911	4.00482686544378	0	0.102818532818533	0.160632463501003	-0.157271557271557	Volasertib..BI.6727.	KrnarestrictRbf4	Kempirical
XAV.939	43.2656573254894	6.01592376528528	0	0.241619361081512	0.104258645250055	0.0527601809954751	XAV.939	KrnarestrictRbf4	Kempirical
YM.155	33.1771547444652	3.14205962302279	0	0.329326214742628	0.15288229491852	0.0595065312046444	YM.155	KrnarestrictRbf4	Kempirical
