meanRMSD	sdRMSD	meanCI	meanSpearman	sdSpearman	minSpearman	drug	Kpatient	Kdrug
Cediranib..AZD2171.	34.8891760868482	5.96642462908526	0	0.404804433187875	0.084102755643783	0.269110665410562	Cediranib..AZD2171.	KrnarestrictRbf7	Kempirical
Crenolanib	39.9965389191015	4.55602771127846	0	0.506135931295595	0.0988677315556128	0.343710407239819	Crenolanib	KrnarestrictRbf7	Kempirical
Crizotinib..PF.2341066.	36.5511701346643	3.63510883938713	0	0.27220323536113	0.125360550439783	0.111327561327561	Crizotinib..PF.2341066.	KrnarestrictRbf7	Kempirical
DBZ	45.215857353424	8.78319760433005	0	0.122611336032389	0.173640532819606	-0.209716599190283	DBZ	KrnarestrictRbf7	Kempirical
Dasatinib	52.6598611469374	3.92130218080628	0	0.486807510648107	0.108575592309265	0.343795093795094	Dasatinib	KrnarestrictRbf7	Kempirical
Doramapimod..BIRB.796.	52.2577670437532	2.98076723802193	0	0.419707655616966	0.0924757192035496	0.250407239819005	Doramapimod..BIRB.796.	KrnarestrictRbf7	Kempirical
Dovitinib..CHIR.258.	44.0476219177411	3.07590667798737	0	0.569347050286007	0.0611622013151022	0.508054298642534	Dovitinib..CHIR.258.	KrnarestrictRbf7	Kempirical
Elesclomol	46.9856473091381	7.35353941170561	0	0.536230492196879	0.0764386472314481	0.395822328931573	Elesclomol	KrnarestrictRbf7	Kempirical
Entospletinib..GS.9973.	39.5434533921041	3.17714644367028	0	0.488005056269274	0.120990307117176	0.254282536151279	Entospletinib..GS.9973.	KrnarestrictRbf7	Kempirical
Entrectinib	38.4743488756965	6.81048764567817	0	0.290909090909091	0.349681739072767	-0.327272727272727	Entrectinib	KrnarestrictRbf7	Kempirical
Erlotinib	29.780379424372	3.27445898090849	0	0.45520619731146	0.1004306293096	0.288995215311005	Erlotinib	KrnarestrictRbf7	Kempirical
Flavopiridol	52.2111485664542	4.71192791300633	0	0.397052869199334	0.111762664422035	0.160637118527958	Flavopiridol	KrnarestrictRbf7	Kempirical
Foretinib..XL880.	43.2692710127833	4.37910133497017	0	0.568506787330317	0.0624488306559509	0.475475113122172	Foretinib..XL880.	KrnarestrictRbf7	Kempirical
GDC.0879	31.7632322484629	5.69486870970223	0	0.0819963347553997	0.121712504943092	-0.176686243934445	GDC.0879	KrnarestrictRbf7	Kempirical
GDC.0941	41.8860818104161	6.67688749849639	0	0.338172799184429	0.149126366359894	0.132169287696577	GDC.0941	KrnarestrictRbf7	Kempirical
GSK.1838705A	38.102193653004	5.09870133568203	0	0.317630415683831	0.122745790883392	0.0584615384615385	GSK.1838705A	KrnarestrictRbf7	Kempirical
GSK.1904529A	36.8356462269612	3.99336614719648	0	0.187778439999975	0.0850778493815007	0.0575565610859728	GSK.1904529A	KrnarestrictRbf7	Kempirical
GSK690693	38.4208807063572	5.11896940448491	0	0.213303829505681	0.124491641811027	-0.0502262443438914	GSK690693	KrnarestrictRbf7	Kempirical
GW.2580	36.4750448295223	2.43230970865258	0	0.393123086759099	0.118760144020708	0.25000637779507	GW.2580	KrnarestrictRbf7	Kempirical
Gefitinib	31.3694916852296	4.84658421203241	0	0.345484506764844	0.153875775756661	0.0727994227994228	Gefitinib	KrnarestrictRbf7	Kempirical
Gilteritinib..ASP.2215.	47.182529298244	7.00195853725446	0	0.449407114624506	0.0848912457668304	0.326933935629588	Gilteritinib..ASP.2215.	KrnarestrictRbf7	Kempirical
Go6976	37.5753608380416	5.67775906945572	0	0.447902097902098	0.211948045303532	0.2	Go6976	KrnarestrictRbf7	Kempirical
INK.128	49.9203278286664	8.45072278385699	0	0.330777768291642	0.170733501345571	0.0772645778195168	INK.128	KrnarestrictRbf7	Kempirical
Ibrutinib..PCI.32765.	42.100152341571	3.85375542068742	0	0.477849780060035	0.0822107551985926	0.351715154146765	Ibrutinib..PCI.32765.	KrnarestrictRbf7	Kempirical
Idelalisib	46.7240396400471	6.54736486184726	0	0.311061824729892	0.146959432878593	-0.00581032412965186	Idelalisib	KrnarestrictRbf7	Kempirical
Imatinib	38.9224017511112	2.53297166950412	0	0.285100682737198	0.105601153261241	0.114078299196267	Imatinib	KrnarestrictRbf7	Kempirical
JAK.Inhibitor.I	44.7093788329405	4.43467768954715	0	0.326980961325023	0.107349460930606	0.146930760693247	JAK.Inhibitor.I	KrnarestrictRbf7	Kempirical
JNJ.28312141	53.4640656870154	4.87304688159935	0	0.442827130852341	0.120714272034704	0.246290516206483	JNJ.28312141	KrnarestrictRbf7	Kempirical
JNJ.38877605	32.4754988048746	5.11177520311904	0	0.217040553231452	0.195091965714306	0.0549816443268163	JNJ.38877605	KrnarestrictRbf7	Kempirical
JNJ.7706621	30.7859551162557	2.49026906200209	0	0.202423233444321	0.115978353708012	0.0594258990485406	JNJ.7706621	KrnarestrictRbf7	Kempirical
JQ1	39.3452604544507	4.5757434978908	0	0.451557271557272	0.258206118753559	0.000257400257400257	JQ1	KrnarestrictRbf7	Kempirical
KI20227	54.6230642529672	6.43758403398721	0	0.323738581772014	0.0904072468359283	0.232579185520362	KI20227	KrnarestrictRbf7	Kempirical
KU.55933	38.8274553167653	4.1046093489266	0	0.349192335726395	0.164705634947822	0.0568597036095293	KU.55933	KrnarestrictRbf7	Kempirical
KW.2449	44.4228779920403	5.68697868433443	0	0.554504528778345	0.108226454862593	0.398823529411765	KW.2449	KrnarestrictRbf7	Kempirical
LY.333531	28.1198367724485	2.10790614168889	0	0.543176148059611	0.0750935352953649	0.421497481430889	LY.333531	KrnarestrictRbf7	Kempirical
Lapatinib	32.2780360080766	3.79676388507393	0	0.355679980396962	0.0836203934701337	0.233619210977702	Lapatinib	KrnarestrictRbf7	Kempirical
Lenalidomide	46.4027776022941	13.7919032312662	0	0.476791088293339	0.237941781799308	-0.0632689905038583	Lenalidomide	KrnarestrictRbf7	Kempirical
Lenvatinib	36.6981931954394	4.72220087309154	0	0.531648118706942	0.0635822037564072	0.452380952380952	Lenvatinib	KrnarestrictRbf7	Kempirical
Lestaurtinib..CEP.701.	42.1090045429137	5.96858393832245	0	0.370769230769231	0.23945414749149	0.0363636363636364	Lestaurtinib..CEP.701.	KrnarestrictRbf7	Kempirical
Linifanib..ABT.869.	49.0855528298303	4.31590050231787	0	0.450647698017644	0.138561152850392	0.23256211047554	Linifanib..ABT.869.	KrnarestrictRbf7	Kempirical
Lovastatin	48.5686196881107	8.76187259002875	0	0.0982846208868485	0.135234504295711	-0.0781954887218045	Lovastatin	KrnarestrictRbf7	Kempirical
MGCD.265	43.6303787284291	4.13304243117281	0	0.489986517683997	0.116157072661802	0.224489795918367	MGCD.265	KrnarestrictRbf7	Kempirical
MK.2206	54.7243626332655	5.15481471257895	0	0.30073423712756	0.158540194923875	0.134027149321267	MK.2206	KrnarestrictRbf7	Kempirical
MLN120B	42.3288842254828	5.81693442829667	0	0.183605739069233	0.104456639834783	0.0269394223228267	MLN120B	KrnarestrictRbf7	Kempirical
MLN8054	31.8833622428304	3.64182142249125	0	0.126888171498732	0.202052990154591	-0.149751339386527	MLN8054	KrnarestrictRbf7	Kempirical
Masitinib..AB.1010.	46.3391998156188	4.51191732009577	0	0.255817527010804	0.113468445520722	0.15265306122449	Masitinib..AB.1010.	KrnarestrictRbf7	Kempirical
Midostaurin	44.2444024775184	4.97354947292472	0	0.476244159202142	0.112902102299853	0.274117647058823	Midostaurin	KrnarestrictRbf7	Kempirical
Motesanib..AMG.706.	43.5253918857049	4.73182653510436	0	0.449151039091102	0.105266761704432	0.219375305411903	Motesanib..AMG.706.	KrnarestrictRbf7	Kempirical
NF.kB.Activation.Inhibitor	47.9412801267889	2.64586220414438	0	0.408316777987387	0.108145731898238	0.282081447963801	NF.kB.Activation.Inhibitor	KrnarestrictRbf7	Kempirical
NVP.ADW742	37.0298156424737	6.52097089568973	0	0.368298890651308	0.111378211301861	0.161085972850679	NVP.ADW742	KrnarestrictRbf7	Kempirical
NVP.TAE684	39.8683944412651	5.27352890355649	0	0.505358324586247	0.139730123349381	0.22593037214886	NVP.TAE684	KrnarestrictRbf7	Kempirical
Neratinib..HKI.272.	45.2738067537221	4.09850203897929	0	0.325366003585759	0.122011738970815	0.134380602749082	Neratinib..HKI.272.	KrnarestrictRbf7	Kempirical
Nilotinib	33.6111362758894	2.45085504020316	0	0.456064682168949	0.124804908027658	0.208477871989262	Nilotinib	KrnarestrictRbf7	Kempirical
Nutlin.3a	26.6836159081893	8.12661650342746	0	0.388451468339978	0.106789015361562	0.232639760150418	Nutlin.3a	KrnarestrictRbf7	Kempirical
PD173955	55.2905491824844	6.83232738915652	0	0.320192277246265	0.12023358076669	0.100403406567021	PD173955	KrnarestrictRbf7	Kempirical
PHA.665752	38.4880157731258	4.46289292979672	0	0.358412775713227	0.171126322692455	0.0506798796482571	PHA.665752	KrnarestrictRbf7	Kempirical
PHT.427	34.0026545034627	6.78074331594306	0	0.159835518338808	0.156846555429435	0.0178166974526282	PHT.427	KrnarestrictRbf7	Kempirical
PI.103	46.5261231024436	4.89468366021199	0	0.287159566293861	0.166821292121544	0.0114027149321267	PI.103	KrnarestrictRbf7	Kempirical
PLX.4720	33.0467062592231	3.90653222520991	0	0.292237762237762	0.208203909462098	-0.0181818181818182	PLX.4720	KrnarestrictRbf7	Kempirical
PP242	46.3676196447848	5.99097457589892	0	0.343798343720652	0.149440677039898	-0.00759839494578673	PP242	KrnarestrictRbf7	Kempirical
PRT062607	37.8996828614305	6.11205678347369	0	0.422288645093938	0.0936108019276843	0.280361990950226	PRT062607	KrnarestrictRbf7	Kempirical
Palbociclib	31.1245226745936	4.12116481946418	0	0.494282051282051	0.162281745404462	0.171538461538462	Palbociclib	KrnarestrictRbf7	Kempirical
Panobinostat	55.4753838695888	8.62094795746659	0	0.488271507889046	0.148736592137399	0.272307692307692	Panobinostat	KrnarestrictRbf7	Kempirical
Pazopanib..GW786034.	40.0705602499043	3.26226150187333	0	0.409411277880196	0.115740411589459	0.181601731601732	Pazopanib..GW786034.	KrnarestrictRbf7	Kempirical
Pelitinib..EKB.569.	38.6755606006499	3.14470993515159	0	0.436921881669939	0.0932989821934883	0.257466063348416	Pelitinib..EKB.569.	KrnarestrictRbf7	Kempirical
Ponatinib..AP24534.	45.4660000404381	4.69670146721632	0	0.481645009818151	0.120538498046585	0.278099547511312	Ponatinib..AP24534.	KrnarestrictRbf7	Kempirical
Quizartinib..AC220.	42.7479970632309	3.08561107761351	0	0.546368270385077	0.0733329623587093	0.430588235294118	Quizartinib..AC220.	KrnarestrictRbf7	Kempirical
RAF265..CHIR.265.	42.3907139150871	2.61230383056471	0	0.32266469664789	0.124551898763275	0.140264105642257	RAF265..CHIR.265.	KrnarestrictRbf7	Kempirical
Rapamycin	48.914075821427	3.11242044186303	0	0.484265294453974	0.0881957529785407	0.344692205069564	Rapamycin	KrnarestrictRbf7	Kempirical
Regorafenib..BAY.73.4506.	32.8759033267506	2.95149210789422	0	0.52522496371553	0.131807328367146	0.333987876718176	Regorafenib..BAY.73.4506.	KrnarestrictRbf7	Kempirical
Roscovitine..CYC.202.	35.4439136707089	8.29921226698995	0	0.367437963290593	0.080071939689274	0.261760437121147	Roscovitine..CYC.202.	KrnarestrictRbf7	Kempirical
Ruxolitinib..INCB018424.	34.7388331355474	5.2789511297924	0	0.251545641171935	0.086892509475014	0.178439370777425	Ruxolitinib..INCB018424.	KrnarestrictRbf7	Kempirical
S31.201	49.5298235391885	7.55929075454876	0	0.301097580262914	0.0988871852171495	0.123619909502262	S31.201	KrnarestrictRbf7	Kempirical
SB.431542	43.6676778121741	6.12367695888969	0	0.266110450769872	0.130186915032422	0.0227117487166661	SB.431542	KrnarestrictRbf7	Kempirical
SGX.523	35.7191659626579	8.15474400695541	0	0.264323047790004	0.0755123685606028	0.128674355295584	SGX.523	KrnarestrictRbf7	Kempirical
SNS.032..BMS.387032.	34.922004420052	4.79632131921936	0	0.377913429522752	0.137368109176368	0.159993169982071	SNS.032..BMS.387032.	KrnarestrictRbf7	Kempirical
SR9011	40.2531369681807	12.1281437977579	0	0.337891314597107	0.169745388897361	0.0350649350649351	SR9011	KrnarestrictRbf7	Kempirical
STO609	26.1319268114758	3.68941212304687	0	0.236474049515542	0.148902099471029	0.0137056490890581	STO609	KrnarestrictRbf7	Kempirical
SU11274	36.3954116484157	2.94957248355191	0	0.295757149167191	0.061057137822618	0.146968325791855	SU11274	KrnarestrictRbf7	Kempirical
Saracatinib..AZD0530.	35.5713689900665	5.17839358462489	0	0.45084794672586	0.101840172667891	0.332398190045249	Saracatinib..AZD0530.	KrnarestrictRbf7	Kempirical
Selinexor	56.2788501579452	11.8755625936194	0	0.197016806722689	0.32396065757132	-0.267647058823529	Selinexor	KrnarestrictRbf7	Kempirical
Selumetinib..AZD6244.	52.195922342838	5.04468565947236	0	0.604104911248197	0.0944216044462866	0.43420814479638	Selumetinib..AZD6244.	KrnarestrictRbf7	Kempirical
Sorafenib	40.307715491827	2.96347660221035	0	0.559364319890636	0.0436899689499842	0.461517429938483	Sorafenib	KrnarestrictRbf7	Kempirical
Staurosporine	61.8395477981413	8.419128911322	0	0.186013986013986	0.276598744245259	-0.167832167832168	Staurosporine	KrnarestrictRbf7	Kempirical
Sunitinib	38.1358782483006	3.80523527832759	0	0.543312827523354	0.103103768791946	0.427067669172932	Sunitinib	KrnarestrictRbf7	Kempirical
TG100.115	34.660792450021	5.11994246299278	0	0.222779638825057	0.150937348477584	0.0230012004801921	TG100.115	KrnarestrictRbf7	Kempirical
TG101348	36.9373111978853	8.36817797303315	0	0.223076923076923	0.318932914726321	-0.227272727272727	TG101348	KrnarestrictRbf7	Kempirical
Tandutinib..MLN518.	44.5872379169317	9.52493906067759	0	0.0571328671328671	0.256672900026961	-0.381818181818182	Tandutinib..MLN518.	KrnarestrictRbf7	Kempirical
Tivozanib..AV.951.	54.8302606755302	3.72538354705594	0	0.43492596261632	0.0955694918710025	0.261719457013575	Tivozanib..AV.951.	KrnarestrictRbf7	Kempirical
Tofacitinib..CP.690550.	39.362121590716	3.75104938034091	0	0.180831213181935	0.106382479913706	-0.0310765815760266	Tofacitinib..CP.690550.	KrnarestrictRbf7	Kempirical
Tozasertib..VX.680.	37.3836839015525	3.87471508355692	0	0.33960441525276	0.143151927889443	0.0567420814479638	Tozasertib..VX.680.	KrnarestrictRbf7	Kempirical
Trametinib..GSK1120212.	53.9704779235919	6.09879221812537	0	0.572174869156001	0.0580530175975962	0.452792071659996	Trametinib..GSK1120212.	KrnarestrictRbf7	Kempirical
VX.745	45.6302244348155	5.97901597787536	0	0.25689404934688	0.126003039523188	0.0513105096900879	VX.745	KrnarestrictRbf7	Kempirical
Vandetanib..ZD6474.	39.5489336119738	5.19155613534741	0	0.374117614234766	0.116659153220518	0.217502007926629	Vandetanib..ZD6474.	KrnarestrictRbf7	Kempirical
Vargetef	47.8759274864357	3.71679031426936	0	0.373957896813395	0.0945976187798613	0.186244343891403	Vargetef	KrnarestrictRbf7	Kempirical
Vatalanib..PTK787.	39.0719264675061	7.31087821069166	0	0.314813284384871	0.119749768781587	0.127239819004525	Vatalanib..PTK787.	KrnarestrictRbf7	Kempirical
Vemurafenib..PLX.4032.	30.3816076277558	6.17290152070854	0	0.354774121226483	0.13240699068515	0.138873424946312	Vemurafenib..PLX.4032.	KrnarestrictRbf7	Kempirical
Venetoclax	60.4518712502167	9.07550449444702	0	0.661188105398632	0.0943285077970986	0.548519948519949	Venetoclax	KrnarestrictRbf7	Kempirical
Vismodegib..GDC.0449.	31.6620436326147	12.9272485041736	0	0.218917013133197	0.135560480324245	0.0532415016465472	Vismodegib..GDC.0449.	KrnarestrictRbf7	Kempirical
Volasertib..BI.6727.	37.5171184936323	4.86833616083714	0	0.0990998561586797	0.155964506736815	-0.183011583011583	Volasertib..BI.6727.	KrnarestrictRbf7	Kempirical
XAV.939	43.6204940715075	5.88711605279433	0	0.21631092477971	0.0823347976897914	0.0819004524886878	XAV.939	KrnarestrictRbf7	Kempirical
YM.155	33.2880920194703	3.48554545553241	0	0.329846355331112	0.156093069308104	0.0562812449604902	YM.155	KrnarestrictRbf7	Kempirical
