meanRMSD	sdRMSD	meanCI	meanSpearman	sdSpearman	minSpearman	drug	Kpatient	Kdrug
Go6976	40.3791816774687	5.72502138653906	0	0.380489510489511	0.217750168215304	-0.013986013986014	Go6976	KrnarestrictRbf1	Kempirical
INK.128	50.0693997603911	7.15078581229094	0	0.32502347818663	0.172606956854617	0.0828139673866644	INK.128	KrnarestrictRbf1	Kempirical
Ibrutinib..PCI.32765.	42.6194766084238	3.24414348806341	0	0.462084426740169	0.0973163829201417	0.308836300477638	Ibrutinib..PCI.32765.	KrnarestrictRbf1	Kempirical
Idelalisib	46.955305707455	5.28721380653786	0	0.250136254501801	0.143458187597749	0.0939795918367347	Idelalisib	KrnarestrictRbf1	Kempirical
Imatinib	39.1275474476272	2.72246541366099	0	0.21085139271342	0.126498159516399	-0.0500388903292715	Imatinib	KrnarestrictRbf1	Kempirical
JAK.Inhibitor.I	45.5149140596413	4.55504684847391	0	0.288889609835226	0.0913503813662632	0.20262443438914	JAK.Inhibitor.I	KrnarestrictRbf1	Kempirical
JNJ.28312141	54.139281630895	5.01161012625757	0	0.44769087635054	0.123636863846952	0.198061224489796	JNJ.28312141	KrnarestrictRbf1	Kempirical
JNJ.38877605	31.7109880840709	4.43463183075878	0	0.250550840945957	0.161258289810436	0.095278750106719	JNJ.38877605	KrnarestrictRbf1	Kempirical
JNJ.7706621	30.2310626678826	3.10732235915051	0	0.216448485538386	0.131851555390587	0.0280599903241413	JNJ.7706621	KrnarestrictRbf1	Kempirical
JQ1	39.3417143712214	4.39686018601016	0	0.475263835263835	0.189128076427692	0.140797940797941	JQ1	KrnarestrictRbf1	Kempirical
KI20227	54.8237543867869	5.68526358107845	0	0.309651124377082	0.0783621895378006	0.198914027149321	KI20227	KrnarestrictRbf1	Kempirical
KU.55933	39.6597332672591	4.59262239882743	0	0.279336714033845	0.149577253635351	-0.0617724503526517	KU.55933	KrnarestrictRbf1	Kempirical
KW.2449	47.0552127772455	6.32369271798935	0	0.493838212409555	0.097689527774655	0.363529411764706	KW.2449	KrnarestrictRbf1	Kempirical
LY.333531	29.4900661577887	2.06412240971507	0	0.481244486183443	0.104039595003375	0.271151711773243	LY.333531	KrnarestrictRbf1	Kempirical
Lapatinib	31.5370079036405	3.88348435391384	0	0.298505812845435	0.109863364043469	0.108061749571184	Lapatinib	KrnarestrictRbf1	Kempirical
Lenalidomide	45.1004370299501	13.5301023644112	0	0.473991033188358	0.224805281766014	0.00702988783376204	Lenalidomide	KrnarestrictRbf1	Kempirical
Lenvatinib	35.6189561696845	6.32086099301376	0	0.547850707850708	0.0720430082364957	0.449859943977591	Lenvatinib	KrnarestrictRbf1	Kempirical
Lestaurtinib..CEP.701.	43.2953694484598	7.78787176923763	0	0.466083916083916	0.151141461354073	0.146853146853147	Lestaurtinib..CEP.701.	KrnarestrictRbf1	Kempirical
Linifanib..ABT.869.	47.4516551207326	3.30654706068772	0	0.497806810838439	0.11718305061454	0.307692307692308	Linifanib..ABT.869.	KrnarestrictRbf1	Kempirical
Lovastatin	48.1121418250905	8.80898290008169	0	0.157750076573693	0.11904384576516	-0.0150375939849624	Lovastatin	KrnarestrictRbf1	Kempirical
MGCD.265	46.7299864157176	4.71443553817811	0	0.392904423307785	0.116632346868671	0.157935174069628	MGCD.265	KrnarestrictRbf1	Kempirical
MK.2206	54.6367453246268	5.45619626448499	0	0.279257936239553	0.109945945035693	0.135342428596372	MK.2206	KrnarestrictRbf1	Kempirical
MLN120B	41.6165758441395	5.44659030539706	0	0.17690238977519	0.094638988310641	0.0438914027149321	MLN120B	KrnarestrictRbf1	Kempirical
MLN8054	30.7066035467364	2.95308179659435	0	0.10430699368243	0.156720512702133	-0.143646880568889	MLN8054	KrnarestrictRbf1	Kempirical
Masitinib..AB.1010.	44.549563778957	3.76219606261493	0	0.241690276110444	0.140556947992984	0.0500840336134454	Masitinib..AB.1010.	KrnarestrictRbf1	Kempirical
Midostaurin	45.362004304647	4.71404556947551	0	0.43738166035645	0.121676863154635	0.220633484162896	Midostaurin	KrnarestrictRbf1	Kempirical
Motesanib..AMG.706.	43.1633652721835	4.67682447296431	0	0.441120459667487	0.0986235281204555	0.261538461538461	Motesanib..AMG.706.	KrnarestrictRbf1	Kempirical
NF.kB.Activation.Inhibitor	49.6168225278375	2.68475430034427	0	0.336613350754078	0.119748232325397	0.14027149321267	NF.kB.Activation.Inhibitor	KrnarestrictRbf1	Kempirical
NVP.ADW742	37.2076345860674	6.57935754245126	0	0.333585257710457	0.0711073128116321	0.177430972388956	NVP.ADW742	KrnarestrictRbf1	Kempirical
NVP.TAE684	42.1312916878336	4.71979710553086	0	0.42623264293243	0.151885846250097	0.145834333733493	NVP.TAE684	KrnarestrictRbf1	Kempirical
Neratinib..HKI.272.	45.7818662647863	3.67061941169497	0	0.302081618714249	0.112791887572153	0.0881072312814821	Neratinib..HKI.272.	KrnarestrictRbf1	Kempirical
Nilotinib	33.4480570228053	2.44062278659012	0	0.458299713971116	0.109684860896582	0.294606441776253	Nilotinib	KrnarestrictRbf1	Kempirical
Nutlin.3a	27.2924881669843	8.87032396518162	0	0.357433649934	0.133754094387482	0.187682795006408	Nutlin.3a	KrnarestrictRbf1	Kempirical
PD173955	53.8108237774973	7.48400314200837	0	0.30787710850563	0.122599238836668	0.132291733397619	PD173955	KrnarestrictRbf1	Kempirical
PHA.665752	39.6124240919089	3.78495452527308	0	0.285531229397307	0.159931513251457	0.0748433222662654	PHA.665752	KrnarestrictRbf1	Kempirical
PHT.427	33.863875264532	7.34635277638584	0	0.154795890814674	0.161368873508662	-0.0358349185605131	PHT.427	KrnarestrictRbf1	Kempirical
PI.103	46.0846987534404	5.48665220014415	0	0.330144967130539	0.129950462255064	0.138823529411765	PI.103	KrnarestrictRbf1	Kempirical
PLX.4720	32.1475905948545	5.73938435656196	0	0.257832167832168	0.215430536785171	-0.125874125874126	PLX.4720	KrnarestrictRbf1	Kempirical
PP242	47.2070234659962	5.74262978289589	0	0.296387945018356	0.168532755306893	-0.0852044736617434	PP242	KrnarestrictRbf1	Kempirical
PRT062607	39.0607763369606	6.06194265846279	0	0.384829900167836	0.117922042044139	0.194570135746606	PRT062607	KrnarestrictRbf1	Kempirical
Palbociclib	32.2449066274472	5.05244210040524	0	0.460504273504273	0.185855025453385	0.116923076923077	Palbociclib	KrnarestrictRbf1	Kempirical
Panobinostat	56.355719230265	6.02522217882984	0	0.510235618180542	0.144537743152609	0.229230769230769	Panobinostat	KrnarestrictRbf1	Kempirical
Pazopanib..GW786034.	40.3273005514729	2.48809683820329	0	0.352409797642149	0.117491770271517	0.168109668109668	Pazopanib..GW786034.	KrnarestrictRbf1	Kempirical
Pelitinib..EKB.569.	38.0095951292789	3.68632230050097	0	0.448706223853838	0.0758903029898866	0.357285067873303	Pelitinib..EKB.569.	KrnarestrictRbf1	Kempirical
Ponatinib..AP24534.	47.1046332596674	5.49397239179413	0	0.437082899342611	0.0672685631431651	0.304253393665158	Ponatinib..AP24534.	KrnarestrictRbf1	Kempirical
Quizartinib..AC220.	44.882769645955	3.93246432066272	0	0.49673968048758	0.081408663007685	0.348091236494598	Quizartinib..AC220.	KrnarestrictRbf1	Kempirical
RAF265..CHIR.265.	42.1330391278274	2.67595602275191	0	0.290058731184782	0.130758884528516	0.0491236494597839	RAF265..CHIR.265.	KrnarestrictRbf1	Kempirical
Rapamycin	50.1396338161853	3.62642315291807	0	0.452316928354664	0.0987241352411113	0.243148465789975	Rapamycin	KrnarestrictRbf1	Kempirical
Regorafenib..BAY.73.4506.	33.1617060576038	1.99599999441427	0	0.503465380346623	0.139938339726299	0.332451122684197	Regorafenib..BAY.73.4506.	KrnarestrictRbf1	Kempirical
Roscovitine..CYC.202.	36.3555845166132	8.3406408645497	0	0.322941461285635	0.0817745232570625	0.205412789208572	Roscovitine..CYC.202.	KrnarestrictRbf1	Kempirical
Ruxolitinib..INCB018424.	32.7106103850357	4.2803503682448	0	0.238544596942551	0.0646814133048412	0.150086700094826	Ruxolitinib..INCB018424.	KrnarestrictRbf1	Kempirical
S31.201	48.7835411632297	8.31227215487599	0	0.173712367809188	0.0871068599418509	0.0685972850678733	S31.201	KrnarestrictRbf1	Kempirical
SB.431542	42.3834794654957	7.57690631350375	0	0.26717186517958	0.139230787014604	0.0513958849141979	SB.431542	KrnarestrictRbf1	Kempirical
SGX.523	36.4170114588026	8.68576452312706	0	0.218509781341252	0.0655715073019438	0.100768494740625	SGX.523	KrnarestrictRbf1	Kempirical
SNS.032..BMS.387032.	35.5813527935903	3.82070029980727	0	0.362503201570904	0.0994538669279509	0.197387518142235	SNS.032..BMS.387032.	KrnarestrictRbf1	Kempirical
SR9011	38.9110119079174	12.3627622074714	0	0.32215152444985	0.193432675073712	0.133766233766234	SR9011	KrnarestrictRbf1	Kempirical
STO609	26.3687805850899	3.89866357319017	0	0.165847714940736	0.11937860495585	-0.0206339509996475	STO609	KrnarestrictRbf1	Kempirical
SU11274	36.1957412027319	3.39588879738396	0	0.273838352655956	0.0902126358269336	0.145248868778281	SU11274	KrnarestrictRbf1	Kempirical
Saracatinib..AZD0530.	35.9295332024653	4.53375403039701	0	0.425516605481089	0.0771341125472943	0.284043370613848	Saracatinib..AZD0530.	KrnarestrictRbf1	Kempirical
Selinexor	55.1152022295341	10.2406518989522	0	0.137457983193277	0.31199771597723	-0.410714285714286	Selinexor	KrnarestrictRbf1	Kempirical
Selumetinib..AZD6244.	55.0370221149588	5.0475062843161	0	0.595027745161559	0.0778657358887624	0.458823529411765	Selumetinib..AZD6244.	KrnarestrictRbf1	Kempirical
Sorafenib	41.3089426401078	3.35775453540729	0	0.546466165413534	0.0682420901961865	0.415105946684894	Sorafenib	KrnarestrictRbf1	Kempirical
Staurosporine	59.1014946982214	6.53558431682637	0	0.2	0.316058473441573	-0.34965034965035	Staurosporine	KrnarestrictRbf1	Kempirical
Sunitinib	39.6615415137795	3.74383428534831	0	0.480047846889952	0.112315691052877	0.310184552289815	Sunitinib	KrnarestrictRbf1	Kempirical
TG100.115	33.1366067189147	5.2857105807394	0	0.246553454685472	0.122826743556776	0.048547418967587	TG100.115	KrnarestrictRbf1	Kempirical
TG101348	34.8019063880891	9.1335266883409	0	0.322027972027972	0.303174297866232	-0.163636363636364	TG101348	KrnarestrictRbf1	Kempirical
Tandutinib..MLN518.	41.374350484782	7.53352320701367	0	0.138741258741259	0.177421957420874	-0.154545454545455	Tandutinib..MLN518.	KrnarestrictRbf1	Kempirical
Tivozanib..AV.951.	55.2378093090662	3.33508120474736	0	0.405376779059271	0.0778380530512176	0.292751643473064	Tivozanib..AV.951.	KrnarestrictRbf1	Kempirical
Tofacitinib..CP.690550.	38.9750552585462	3.63639817873682	0	0.16968820968155	0.12493094559416	-0.0908392384530009	Tofacitinib..CP.690550.	KrnarestrictRbf1	Kempirical
Tozasertib..VX.680.	39.1163751952737	4.29318745846884	0	0.322264506694826	0.141469574107217	0.0324886877828054	Tozasertib..VX.680.	KrnarestrictRbf1	Kempirical
Trametinib..GSK1120212.	53.5258478869669	3.69881759338963	0	0.568931404025744	0.0835112419519817	0.449209071850581	Trametinib..GSK1120212.	KrnarestrictRbf1	Kempirical
VX.745	44.8000021445269	3.9163563569901	0	0.261359173567831	0.143647461959146	0.108170408947323	VX.745	KrnarestrictRbf1	Kempirical
Vandetanib..ZD6474.	38.3139651035549	6.41540303587999	0	0.358480026710034	0.0655462614342769	0.237324629642129	Vandetanib..ZD6474.	KrnarestrictRbf1	Kempirical
Vargetef	48.6924267420109	3.59325716839035	0	0.326164997554009	0.104589292880677	0.120723981900452	Vargetef	KrnarestrictRbf1	Kempirical
Vatalanib..PTK787.	39.5236646371352	8.03283187921215	0	0.276799282848117	0.114751180361062	0.131733970801673	Vatalanib..PTK787.	KrnarestrictRbf1	Kempirical
Vemurafenib..PLX.4032.	30.0315320243865	6.20242254910381	0	0.310182784211263	0.144190593796561	0.0712586670278453	Vemurafenib..PLX.4032.	KrnarestrictRbf1	Kempirical
Venetoclax	56.6279738279378	5.9717131496382	0	0.660424033055612	0.0710219354635963	0.565765765765766	Venetoclax	KrnarestrictRbf1	Kempirical
Vismodegib..GDC.0449.	31.8381959728104	13.4611105956093	0	0.202037100085142	0.108813676368116	0.0550653509640379	Vismodegib..GDC.0449.	KrnarestrictRbf1	Kempirical
Volasertib..BI.6727.	36.1022835614014	3.55859478297556	0	0.117348777348777	0.160008954415929	-0.183526383526384	Volasertib..BI.6727.	KrnarestrictRbf1	Kempirical
XAV.939	43.7106649178663	6.65704457629018	0	0.199143522394311	0.116675483580388	-0.0469683257918552	XAV.939	KrnarestrictRbf1	Kempirical
YM.155	33.1650946998346	3.08880787400875	0	0.295026222295194	0.0927408179315487	0.138831967719169	YM.155	KrnarestrictRbf1	Kempirical
