meanRMSD	sdRMSD	meanCI	meanSpearman	sdSpearman	minSpearman	drug	Kpatient	Kdrug
DBZ	44.8561491866282	8.89076126589624	0	0.123137651821862	0.180186835836626	-0.217611336032389	DBZ	KrnarestrictMean510	Kempirical
Dasatinib	52.6692528510958	3.91294204392189	0	0.486729298185275	0.112565555365617	0.345165945165945	Dasatinib	KrnarestrictMean510	Kempirical
Doramapimod..BIRB.796.	52.1453095918732	2.99442199675163	0	0.422384057358603	0.0903169024945899	0.262805429864253	Doramapimod..BIRB.796.	KrnarestrictMean510	Kempirical
Dovitinib..CHIR.258.	44.2211124826736	2.81234775325593	0	0.565643643814565	0.0597363149658163	0.502262443438914	Dovitinib..CHIR.258.	KrnarestrictMean510	Kempirical
Elesclomol	47.3916759658306	7.49077114095221	0	0.529974789915966	0.0766334346183949	0.379399759903962	Elesclomol	KrnarestrictMean510	Kempirical
Entospletinib..GS.9973.	39.3678975108611	3.28949358839613	0	0.487938080316872	0.125931295248285	0.264071190211346	Entospletinib..GS.9973.	KrnarestrictMean510	Kempirical
Entrectinib	38.8398295242284	6.98384174028523	0	0.309090909090909	0.329676915611131	-0.236363636363636	Entrectinib	KrnarestrictMean510	Kempirical
Erlotinib	29.7060096022515	3.26942344260785	0	0.455307966886914	0.10082848671416	0.28968253968254	Erlotinib	KrnarestrictMean510	Kempirical
Flavopiridol	52.2996601847196	4.6903909774297	0	0.396351769292213	0.109355359771357	0.161270617023561	Flavopiridol	KrnarestrictMean510	Kempirical
Foretinib..XL880.	43.3777729004928	4.57717924247075	0	0.566398190045249	0.066463591250853	0.450497737556561	Foretinib..XL880.	KrnarestrictMean510	Kempirical
GDC.0879	31.937400758923	5.84809735536799	0	0.0806546945218952	0.124477554583317	-0.178807216591279	GDC.0879	KrnarestrictMean510	Kempirical
GDC.0941	42.0864305994116	6.46598937571354	0	0.337027317865166	0.147661255661752	0.131012950971323	GDC.0941	KrnarestrictMean510	Kempirical
GSK.1838705A	37.8523521009891	5.123782189719	0	0.327526402561624	0.125894074026693	0.0630769230769231	GSK.1838705A	KrnarestrictMean510	Kempirical
GSK.1904529A	36.7387099173283	3.98798342284234	0	0.189306710131372	0.0876683271750817	0.0549321266968326	GSK.1904529A	KrnarestrictMean510	Kempirical
GSK690693	38.2480237738063	5.13114637717421	0	0.22102752203656	0.130975946016625	-0.0510407239819004	GSK690693	KrnarestrictMean510	Kempirical
GW.2580	36.5180172535783	2.3670168309461	0	0.389316984354618	0.112624034999834	0.248265306122449	GW.2580	KrnarestrictMean510	Kempirical
Gefitinib	31.3192936328753	4.88950574547662	0	0.341671376427796	0.155174518265245	0.079004329004329	Gefitinib	KrnarestrictMean510	Kempirical
Gilteritinib..ASP.2215.	47.2445404194375	6.88727395636276	0	0.470496894409938	0.0770243506901371	0.359683794466403	Gilteritinib..ASP.2215.	KrnarestrictMean510	Kempirical
Go6976	37.5901523318545	5.72439678937838	0	0.448601398601399	0.210543648348974	0.2	Go6976	KrnarestrictMean510	Kempirical
INK.128	49.493546376649	8.13894894859516	0	0.338487151028771	0.169359709306292	0.0887048578502518	INK.128	KrnarestrictMean510	Kempirical
Ibrutinib..PCI.32765.	41.6359775037687	3.82081181745316	0	0.489495978780041	0.0939594085312034	0.359531046461138	Ibrutinib..PCI.32765.	KrnarestrictMean510	Kempirical
Idelalisib	46.623556927174	6.6036501559465	0	0.31453781512605	0.155176587402412	-0.0143577430972389	Idelalisib	KrnarestrictMean510	Kempirical
Imatinib	38.8604784309009	2.58075124531156	0	0.273432902645274	0.102494979627708	0.0969665543168266	Imatinib	KrnarestrictMean510	Kempirical
JAK.Inhibitor.I	44.9424894565598	4.08951618317523	0	0.305308289934261	0.0806169648277613	0.144711004866388	JAK.Inhibitor.I	KrnarestrictMean510	Kempirical
JNJ.28312141	53.3238709507494	4.7366912926009	0	0.452672268907563	0.126755238708819	0.245234093637455	JNJ.28312141	KrnarestrictMean510	Kempirical
JNJ.38877605	32.4179773318802	5.08177362813267	0	0.2148009903526	0.194564465500047	0.060531033893964	JNJ.38877605	KrnarestrictMean510	Kempirical
JNJ.7706621	30.6456924576395	2.46561396103465	0	0.208898944193062	0.117231415673932	0.0574100951459442	JNJ.7706621	KrnarestrictMean510	Kempirical
JQ1	39.210475121907	4.53468211998764	0	0.472972972972973	0.220807358468486	0.111196911196911	JQ1	KrnarestrictMean510	Kempirical
KI20227	54.5880274273328	6.30884776418382	0	0.320556077892338	0.0891351180502243	0.233212669683258	KI20227	KrnarestrictMean510	Kempirical
KU.55933	39.2210969583455	4.3717801574407	0	0.344874343981244	0.148420696159784	0.0477604422505288	KU.55933	KrnarestrictMean510	Kempirical
KW.2449	44.3613824470044	5.56163954400132	0	0.556384127828255	0.109660460064485	0.397828054298642	KW.2449	KrnarestrictMean510	Kempirical
LY.333531	28.1800123945281	2.11182875199391	0	0.540104537218855	0.0760701110883274	0.411167079313583	LY.333531	KrnarestrictMean510	Kempirical
Lapatinib	32.4672726780786	3.28649381378211	0	0.354271012006861	0.0733250078642443	0.264357864357864	Lapatinib	KrnarestrictMean510	Kempirical
Lenalidomide	46.5578302386737	12.8522085591982	0	0.470170016430853	0.234483419740799	-0.0632689905038583	Lenalidomide	KrnarestrictMean510	Kempirical
Lenvatinib	36.7482494560476	4.70896002786889	0	0.531235521235521	0.0614009357501567	0.44733893557423	Lenvatinib	KrnarestrictMean510	Kempirical
Lestaurtinib..CEP.701.	42.5273344767407	6.70993719392429	0	0.361258741258741	0.214258603186934	0.0181818181818182	Lestaurtinib..CEP.701.	KrnarestrictMean510	Kempirical
Linifanib..ABT.869.	48.6685154568588	4.00881511728464	0	0.462262437285246	0.138117430927565	0.245709894988474	Linifanib..ABT.869.	KrnarestrictMean510	Kempirical
Lovastatin	49.2690593075898	8.92372429639951	0	0.0847425805347607	0.162007269369228	-0.198116281965632	Lovastatin	KrnarestrictMean510	Kempirical
MGCD.265	43.4785953740504	4.34144721146535	0	0.492426447502078	0.116497282371869	0.221128451380552	MGCD.265	KrnarestrictMean510	Kempirical
MK.2206	55.4186883281607	5.11001331648674	0	0.300727172551936	0.16219657902236	0.128325791855204	MK.2206	KrnarestrictMean510	Kempirical
MLN120B	42.827550561027	5.9148307018871	0	0.165737704663634	0.0981571779737496	0.0261710965524787	MLN120B	KrnarestrictMean510	Kempirical
MLN8054	31.7595796767707	3.66954229979248	0	0.13209004290161	0.198316495113392	-0.152910290103346	MLN8054	KrnarestrictMean510	Kempirical
Masitinib..AB.1010.	46.4042005629872	4.33896167902451	0	0.249123649459784	0.112841212445093	0.142761104441777	Masitinib..AB.1010.	KrnarestrictMean510	Kempirical
Midostaurin	44.2383512945539	4.98003650817417	0	0.476356265583156	0.112031605132795	0.280090497737557	Midostaurin	KrnarestrictMean510	Kempirical
Motesanib..AMG.706.	43.3777479718593	4.58274875696294	0	0.44608761195353	0.101730490385832	0.22679948000694	Motesanib..AMG.706.	KrnarestrictMean510	Kempirical
NF.kB.Activation.Inhibitor	48.8011565109207	3.09714116922168	0	0.396102711465847	0.117195915484194	0.22312722012996	NF.kB.Activation.Inhibitor	KrnarestrictMean510	Kempirical
NVP.ADW742	36.8637509665202	7.09880636536097	0	0.387633152164862	0.107797300566257	0.177013574660633	NVP.ADW742	KrnarestrictMean510	Kempirical
NVP.TAE684	39.8939198102045	5.28635845293849	0	0.506684403508236	0.138684934134813	0.229963985594238	NVP.TAE684	KrnarestrictMean510	Kempirical
Neratinib..HKI.272.	45.2418343026517	4.0505894715318	0	0.325127635960044	0.121126269100832	0.136429608127721	Neratinib..HKI.272.	KrnarestrictMean510	Kempirical
Nilotinib	33.5820810160622	2.53219840434564	0	0.442006796669441	0.125963276262622	0.205809477211561	Nilotinib	KrnarestrictMean510	Kempirical
Nutlin.3a	26.3911467341811	8.52840079196943	0	0.388060533226127	0.12509651577259	0.202557032544761	Nutlin.3a	KrnarestrictMean510	Kempirical
PD173955	55.5129971001124	6.9908161884292	0	0.325191191891182	0.116531710452385	0.107020127663062	PD173955	KrnarestrictMean510	Kempirical
PHA.665752	38.4589947640835	4.38974467039885	0	0.355001382088283	0.170526746778471	0.0530328740604976	PHA.665752	KrnarestrictMean510	Kempirical
PHT.427	34.0479120975033	6.7369694816723	0	0.169353283412127	0.151166624147188	0.0257336883417064	PHT.427	KrnarestrictMean510	Kempirical
PI.103	47.0389709977695	4.65450151020315	0	0.275475113122172	0.138148037701959	0.0609954751131222	PI.103	KrnarestrictMean510	Kempirical
PLX.4720	32.894236404089	3.75439889493416	0	0.302517482517483	0.219157908653313	-0.0181818181818182	PLX.4720	KrnarestrictMean510	Kempirical
PP242	46.3798518288089	6.06397801523693	0	0.339620763254504	0.144678625939229	0.00384188508494835	PP242	KrnarestrictMean510	Kempirical
PRT062607	37.8706429616197	6.11494391351397	0	0.427183285003409	0.0951050724049029	0.270769230769231	PRT062607	KrnarestrictMean510	Kempirical
Palbociclib	31.5241289988846	4.31917322297186	0	0.493350427350427	0.165312892811196	0.158461538461538	Palbociclib	KrnarestrictMean510	Kempirical
Panobinostat	55.952515188185	8.59575556280869	0	0.486467985505451	0.14876636338424	0.265384615384615	Panobinostat	KrnarestrictMean510	Kempirical
Pazopanib..GW786034.	40.0483597292277	3.24826938970364	0	0.403549394308185	0.115132742915226	0.181601731601732	Pazopanib..GW786034.	KrnarestrictMean510	Kempirical
Pelitinib..EKB.569.	38.6686309010127	2.95376143172638	0	0.445312046444122	0.0887632340350693	0.287330316742081	Pelitinib..EKB.569.	KrnarestrictMean510	Kempirical
Ponatinib..AP24534.	46.051743908997	4.92543908930027	0	0.473826005293264	0.130806852438418	0.255203619909502	Ponatinib..AP24534.	KrnarestrictMean510	Kempirical
Quizartinib..AC220.	42.5625513544148	3.10737733487689	0	0.544413149875335	0.0748444466762486	0.421176470588235	Quizartinib..AC220.	KrnarestrictMean510	Kempirical
RAF265..CHIR.265.	42.1132195340092	2.77440443276782	0	0.319255148213131	0.13138975888124	0.115678271308523	RAF265..CHIR.265.	KrnarestrictMean510	Kempirical
Rapamycin	48.9373842289574	3.19635740007086	0	0.485676796997552	0.0878548924237748	0.337145035258243	Rapamycin	KrnarestrictMean510	Kempirical
Regorafenib..BAY.73.4506.	32.3952894448271	3.665240860538	0	0.529845300093913	0.138748065385115	0.343208400922052	Regorafenib..BAY.73.4506.	KrnarestrictMean510	Kempirical
Roscovitine..CYC.202.	35.4963712252159	8.30185260110355	0	0.366820237854209	0.079949891407508	0.265516946981986	Roscovitine..CYC.202.	KrnarestrictMean510	Kempirical
Ruxolitinib..INCB018424.	34.8135270445324	4.92978143816043	0	0.258388359537446	0.0846051937267949	0.17142530450461	Ruxolitinib..INCB018424.	KrnarestrictMean510	Kempirical
S31.201	49.4556269810629	7.62209860096882	0	0.303695215337425	0.0973498555650448	0.131945701357466	S31.201	KrnarestrictMean510	Kempirical
SB.431542	43.8942569337488	5.51597042915595	0	0.263001962862973	0.120043002825776	0.0671903013745411	SB.431542	KrnarestrictMean510	Kempirical
SGX.523	35.8870292918348	8.2985440250396	0	0.261727267035691	0.0712753870134046	0.135590782008001	SGX.523	KrnarestrictMean510	Kempirical
SNS.032..BMS.387032.	34.900736919296	4.65186865997262	0	0.376803551609323	0.136096017569947	0.156492785793563	SNS.032..BMS.387032.	KrnarestrictMean510	Kempirical
SR9011	40.233792554834	12.1573862067984	0	0.342247728997356	0.168931365463185	0.0350649350649351	SR9011	KrnarestrictMean510	Kempirical
STO609	26.1271811253226	3.70486220423017	0	0.234302816430302	0.145194149306167	0.02177533032841	STO609	KrnarestrictMean510	Kempirical
SU11274	36.3432799209058	2.90446631639017	0	0.297730029535103	0.0668142248133985	0.127601809954751	SU11274	KrnarestrictMean510	Kempirical
Saracatinib..AZD0530.	35.487112062728	5.17021264779519	0	0.457793221207206	0.103696497587543	0.337466063348416	Saracatinib..AZD0530.	KrnarestrictMean510	Kempirical
Selinexor	54.6847264439899	11.6052292002559	0	0.189159663865546	0.324286483703738	-0.25	Selinexor	KrnarestrictMean510	Kempirical
Selumetinib..AZD6244.	52.379597723006	5.00000862901004	0	0.604051577582821	0.0970520983403658	0.434298642533937	Selumetinib..AZD6244.	KrnarestrictMean510	Kempirical
Sorafenib	40.2765131190643	2.91792041246627	0	0.561941216678059	0.0414801444321571	0.469993164730007	Sorafenib	KrnarestrictMean510	Kempirical
Staurosporine	61.482348294154	8.85027419814375	0	0.148251748251748	0.24136400752952	-0.167832167832168	Staurosporine	KrnarestrictMean510	Kempirical
Sunitinib	37.5519376148598	4.10251836484417	0	0.554246981089086	0.0966215141202049	0.438961038961039	Sunitinib	KrnarestrictMean510	Kempirical
TG100.115	34.4345746973439	4.81009299641688	0	0.232944606504486	0.153035099629724	0.0140696278511405	TG100.115	KrnarestrictMean510	Kempirical
TG101348	36.6919800274898	8.31548983651344	0	0.222727272727273	0.300304804378195	-0.118181818181818	TG101348	KrnarestrictMean510	Kempirical
Tandutinib..MLN518.	43.7281282859447	9.44518399306671	0	0.072937062937063	0.22555553534695	-0.254545454545455	Tandutinib..MLN518.	KrnarestrictMean510	Kempirical
Tivozanib..AV.951.	54.6385220903165	3.72679563376772	0	0.439972131334199	0.0945048484325866	0.267601809954751	Tivozanib..AV.951.	KrnarestrictMean510	Kempirical
Tofacitinib..CP.690550.	40.0200369387949	3.14588270531556	0	0.148397336293008	0.0961681120464447	-0.0176726713907624	Tofacitinib..CP.690550.	KrnarestrictMean510	Kempirical
Tozasertib..VX.680.	37.9892044434319	4.26640539450413	0	0.332704599515778	0.13837692095303	0.0521266968325792	Tozasertib..VX.680.	KrnarestrictMean510	Kempirical
Trametinib..GSK1120212.	52.5025696833351	3.59561948317193	0	0.583446658163639	0.0730624089383708	0.454926624737945	Trametinib..GSK1120212.	KrnarestrictMean510	Kempirical
VX.745	46.5575452965442	5.63131493449241	0	0.254136429608128	0.145231367718278	0.0671903013745411	VX.745	KrnarestrictMean510	Kempirical
Vandetanib..ZD6474.	39.596096691312	5.16134115736224	0	0.372635452673774	0.118303537709589	0.222184247883566	Vandetanib..ZD6474.	KrnarestrictMean510	Kempirical
Vargetef	47.7817533928724	3.61944645558867	0	0.377700386041723	0.0929084125103045	0.194389140271493	Vargetef	KrnarestrictMean510	Kempirical
Vatalanib..PTK787.	38.9215474017992	7.4665830917439	0	0.327239819004525	0.125428723693315	0.12579185520362	Vatalanib..PTK787.	KrnarestrictMean510	Kempirical
Vemurafenib..PLX.4032.	30.2804211199006	6.12294371172077	0	0.359801106518454	0.13204727795097	0.147578318929827	Vemurafenib..PLX.4032.	KrnarestrictMean510	Kempirical
Venetoclax	62.3645688265577	9.9970595694435	0	0.658654744970534	0.0928950884320032	0.552123552123552	Venetoclax	KrnarestrictMean510	Kempirical
Vismodegib..GDC.0449.	31.7490745681108	13.0905529406381	0	0.221508976230297	0.134261149282853	0.05280829170638	Vismodegib..GDC.0449.	KrnarestrictMean510	Kempirical
Volasertib..BI.6727.	37.8078976780317	4.933648047058	0	0.0854599136952078	0.158500175237226	-0.209266409266409	Volasertib..BI.6727.	KrnarestrictMean510	Kempirical
XAV.939	43.4652189046476	6.21313512383242	0	0.237468619566625	0.0955803411564551	0.0961990950226244	XAV.939	KrnarestrictMean510	Kempirical
YM.155	33.2489759700861	3.39044447234938	0	0.328888060720787	0.151216003490675	0.0598290598290598	YM.155	KrnarestrictMean510	Kempirical
