meanRMSD	sdRMSD	meanCI	meanSpearman	sdSpearman	minSpearman	drug	Kpatient	Kdrug
Trametinib..GSK1120212.	52.5368699167273	3.58436942436041	0	0.583127794637229	0.0801738099204942	0.471316943015056	Trametinib..GSK1120212.	KrnarestrictRbf3	Kempirical
VX.745	44.7959742790275	5.10838267483583	0	0.272628703150346	0.147473096278683	0.0639460428583625	VX.745	KrnarestrictRbf3	Kempirical
Vandetanib..ZD6474.	38.4294346167049	6.05749933388064	0	0.376695483029486	0.108607727835995	0.222366522366522	Vandetanib..ZD6474.	KrnarestrictRbf3	Kempirical
Vargetef	47.7941335171999	3.8418401023647	0	0.371229582333491	0.0900151427157833	0.181809954751131	Vargetef	KrnarestrictRbf3	Kempirical
Vatalanib..PTK787.	38.666209643847	7.69466498297187	0	0.341622470758986	0.12655879015283	0.144705882352941	Vatalanib..PTK787.	KrnarestrictRbf3	Kempirical
Vemurafenib..PLX.4032.	29.9031433726323	6.29103899957645	0	0.377182097141024	0.122054391069678	0.120350220306972	Vemurafenib..PLX.4032.	KrnarestrictRbf3	Kempirical
Venetoclax	59.0298470777438	8.41851734613223	0	0.672110004741584	0.081063661222718	0.572458172458173	Venetoclax	KrnarestrictRbf3	Kempirical
Vismodegib..GDC.0449.	31.9594820889275	13.112747035837	0	0.225124248000286	0.132253433270611	0.0575519516714958	Vismodegib..GDC.0449.	KrnarestrictRbf3	Kempirical
Volasertib..BI.6727.	36.8180733523725	4.53452657601297	0	0.123272768566886	0.187934614233344	-0.198712998712999	Volasertib..BI.6727.	KrnarestrictRbf3	Kempirical
XAV.939	43.7075198599589	6.6572573825199	0	0.231400061189203	0.102890177497315	0.0603619909502262	XAV.939	KrnarestrictRbf3	Kempirical
YM.155	33.2446254981703	3.13102473121242	0	0.337666634948623	0.123250442211196	0.116290984030448	YM.155	KrnarestrictRbf3	Kempirical
